stationid,date,in_bike,out_bike
2572.0,2016-10-01,2.625,4.1875
2572.0,2016-10-02,2.75,4.625
2572.0,2016-10-03,2.875,5.0625
2572.0,2016-10-04,3.0,5.5
2572.0,2016-10-05,3.125,5.9375
2572.0,2016-10-06,3.25,6.375
2572.0,2016-10-07,3.375,6.8125
2572.0,2016-10-08,3.5,7.25
2572.0,2016-10-09,3.625,7.6875
2572.0,2016-10-10,3.75,8.125
2572.0,2016-10-11,3.875,8.5625
2572.0,2016-10-12,4.0,9.0
2572.0,2016-10-13,4.0,5.0
2572.0,2016-10-14,15.0,11.0
2572.0,2016-10-15,22.0,21.0
2572.0,2016-10-16,21.0,20.0
2572.0,2016-10-17,3.0,4.0
2572.0,2016-10-18,10.0,5.0
2572.0,2016-10-19,6.0,7.0
2572.0,2016-10-20,5.0,3.0
2572.0,2016-10-21,29.0,31.0
2572.0,2016-10-22,23.0,19.0
2572.0,2016-10-23,12.0,16.0
2572.0,2016-10-24,13.0,12.0
2572.0,2016-10-25,9.0,9.0
2572.0,2016-10-26,3.0,9.0
2572.0,2016-10-27,5.0,7.0
2572.0,2016-10-28,19.0,15.0
2572.0,2016-10-29,19.0,18.0
2572.0,2016-10-30,8.0,9.0
2572.0,2016-10-31,19.0,13.0
2572.0,2016-11-01,6.0,7.0
2572.0,2016-11-02,2.0,2.0
2572.0,2016-11-03,6.5,4.0
2572.0,2016-11-04,11.0,6.0
2572.0,2016-11-05,14.0,10.0
2572.0,2016-11-06,10.0,13.0
2572.0,2016-11-07,3.0,4.0
2572.0,2016-11-08,9.0,7.0
2572.0,2016-11-09,1.0,1.0
2572.0,2016-11-10,5.0,5.0
2572.0,2016-11-11,22.0,22.0
2572.0,2016-11-12,13.0,14.0
2572.0,2016-11-13,16.0,17.0
2572.0,2016-11-14,23.0,19.0
2572.0,2016-11-15,8.0,6.0
2572.0,2016-11-16,3.0,3.0
2572.0,2016-11-17,7.0,7.0
2572.0,2016-11-18,7.0,3.0
2572.0,2016-11-19,12.0,10.0
2572.0,2016-11-20,2.0,4.0
2572.0,2016-11-21,12.0,7.0
2572.0,2016-11-22,2.0,2.0
2572.0,2016-11-23,21.0,19.0
2572.0,2016-11-24,8.0,10.0
2572.0,2016-11-25,6.0,1.0
2572.0,2016-11-26,12.0,13.0
2572.0,2016-11-27,9.0,8.0
2572.0,2016-11-28,9.114285714285714,8.0
2572.0,2016-11-29,9.228571428571428,8.0
2572.0,2016-11-30,9.342857142857143,8.0
2572.0,2016-12-01,9.457142857142857,8.0
2572.0,2016-12-02,9.571428571428571,8.0
2572.0,2016-12-03,9.685714285714285,8.0
2572.0,2016-12-04,9.8,8.0
2572.0,2016-12-05,9.914285714285715,8.0
2572.0,2016-12-06,10.028571428571428,8.0
2572.0,2016-12-07,10.142857142857142,8.0
2572.0,2016-12-08,10.257142857142856,8.0
2572.0,2016-12-09,10.371428571428572,8.0
2572.0,2016-12-10,10.485714285714286,8.0
2572.0,2016-12-11,10.6,8.0
2572.0,2016-12-12,10.714285714285714,8.0
2572.0,2016-12-13,10.82857142857143,8.0
2572.0,2016-12-14,10.942857142857143,8.0
2572.0,2016-12-15,11.057142857142857,8.0
2572.0,2016-12-16,11.17142857142857,8.0
2572.0,2016-12-17,11.285714285714285,8.0
2572.0,2016-12-18,11.4,8.0
2572.0,2016-12-19,11.514285714285714,8.0
2572.0,2016-12-20,11.628571428571428,8.0
2572.0,2016-12-21,11.742857142857144,8.0
2572.0,2016-12-22,11.857142857142858,8.0
2572.0,2016-12-23,11.971428571428572,8.0
2572.0,2016-12-24,12.085714285714285,8.0
2572.0,2016-12-25,12.2,8.0
2572.0,2016-12-26,12.314285714285713,8.0
2572.0,2016-12-27,12.428571428571429,8.0
2572.0,2016-12-28,12.542857142857143,8.0
2572.0,2016-12-29,12.657142857142857,8.0
2572.0,2016-12-30,12.771428571428572,8.0
2572.0,2016-12-31,12.885714285714286,8.0
2572.0,2017-01-01,13.0,8.0
2572.0,2017-01-02,11.0,10.0
2572.0,2017-01-03,4.0,3.0
2572.0,2017-01-04,3.5,2.5
2572.0,2017-01-05,3.0,2.0
2572.0,2017-01-06,4.333333333333333,3.0
2572.0,2017-01-07,5.666666666666666,4.0
2572.0,2017-01-08,7.0,5.0
2572.0,2017-01-09,5.5,3.5
2572.0,2017-01-10,4.0,2.0
2572.0,2017-01-11,3.0,3.0
2572.0,2017-01-12,5.5,2.5
2572.0,2017-01-13,8.0,2.0
2572.0,2017-01-14,11.0,11.0
2572.0,2017-01-15,6.0,6.0
2572.0,2017-01-16,4.0,5.0
2572.0,2017-01-17,6.5,6.25
2572.0,2017-01-18,9.0,7.5
2572.0,2017-01-19,11.5,8.75
2572.0,2017-01-20,14.0,10.0
2572.0,2017-01-21,6.0,4.0
2572.0,2017-01-22,4.0,5.0
2572.0,2017-01-23,6.0,3.0
2572.0,2017-01-24,2.0,5.0
2572.0,2017-01-25,2.0,3.5
2572.0,2017-01-26,2.0,2.0
2572.0,2017-01-27,8.0,3.0
2572.0,2017-01-28,8.0,9.0
2572.0,2017-01-29,9.0,8.0
2572.0,2017-01-30,4.0,4.0
2572.0,2017-01-31,6.0,6.0
2572.0,2017-02-01,3.0,2.0
2572.0,2017-02-02,2.6666666666666665,2.0
2572.0,2017-02-03,2.3333333333333335,2.0
2572.0,2017-02-04,2.0,2.0
2572.0,2017-02-05,5.0,2.0
2572.0,2017-02-06,4.0,3.0
2572.0,2017-02-07,1.0,1.0
2572.0,2017-02-08,4.0,5.0
2572.0,2017-02-09,2.0,3.0
2572.0,2017-02-10,2.0,2.0
2572.0,2017-02-11,22.0,14.0
2572.0,2017-02-12,8.0,12.0
2572.0,2017-02-13,4.0,2.0
2572.0,2017-02-14,4.666666666666667,3.333333333333333
2572.0,2017-02-15,5.333333333333333,4.666666666666666
2572.0,2017-02-16,6.0,6.0
2572.0,2017-02-17,19.0,17.0
2572.0,2017-02-18,57.0,64.0
2572.0,2017-02-19,25.0,32.0
2572.0,2017-02-20,8.0,10.0
2572.0,2017-02-21,8.0,10.0
2572.0,2017-02-22,7.0,4.0
2572.0,2017-02-23,5.0,3.0
2572.0,2017-02-24,16.0,11.0
2572.0,2017-02-25,20.0,25.0
2572.0,2017-02-26,20.0,15.0
2572.0,2017-02-27,15.0,8.0
2572.0,2017-02-28,17.0,15.0
2572.0,2017-03-01,2.0,7.0
2572.0,2017-03-02,7.0,5.0
2572.0,2017-03-03,14.0,15.0
2572.0,2017-03-04,4.0,4.0
2572.0,2017-03-05,19.0,12.0
2572.0,2017-03-06,12.0,10.0
2572.0,2017-03-07,1.0,1.0
2572.0,2017-03-08,7.0,5.0
2572.0,2017-03-09,4.0,4.0
2572.0,2017-03-10,1.0,5.0
2572.0,2017-03-11,3.5,6.5
2572.0,2017-03-12,6.0,8.0
2572.0,2017-03-13,13.0,16.0
2572.0,2017-03-14,19.0,21.0
2572.0,2017-03-15,17.0,15.0
2572.0,2017-03-16,19.0,15.0
2572.0,2017-03-17,9.0,7.0
2572.0,2017-03-18,20.0,13.0
2572.0,2017-03-19,19.0,16.0
2572.0,2017-03-20,8.0,7.0
2572.0,2017-03-21,15.0,16.0
2572.0,2017-03-22,5.0,2.0
2572.0,2017-03-23,22.0,20.0
2572.0,2017-03-24,1.0,2.0
2572.0,2017-03-25,36.0,31.0
2572.0,2017-03-26,42.0,39.0
2572.0,2017-03-27,12.0,11.0
2572.0,2017-03-28,10.0,9.0
2572.0,2017-03-29,18.0,20.0
2572.0,2017-03-30,15.0,10.0
2572.0,2017-03-31,22.0,14.0
2572.0,2017-04-01,21.0,21.0
2572.0,2017-04-02,13.0,16.0
2572.0,2017-04-03,47.0,42.0
2572.0,2017-04-04,21.0,23.0
2572.0,2017-04-05,7.0,4.0
2572.0,2017-04-06,13.0,14.0
2572.0,2017-04-07,22.0,22.0
2572.0,2017-04-08,27.0,25.0
2572.0,2017-04-09,17.0,17.0
2572.0,2017-04-10,8.0,13.0
2572.0,2017-04-11,3.0,4.0
2572.0,2017-04-12,17.0,17.0
2572.0,2017-04-13,12.0,9.0
2572.0,2017-04-14,16.0,23.0
2572.0,2017-04-15,15.0,13.0
2572.0,2017-04-16,22.0,18.0
2572.0,2017-04-17,11.0,10.0
2572.0,2017-04-18,19.0,24.0
2572.0,2017-04-19,8.0,11.0
2572.0,2017-04-20,17.0,11.0
2572.0,2017-04-21,14.0,17.0
2572.0,2017-04-22,13.0,7.0
2572.0,2017-04-23,21.0,23.0
2572.0,2017-04-24,16.0,17.0
2572.0,2017-04-25,5.0,2.0
2572.0,2017-04-26,10.0,13.0
2572.0,2017-04-27,8.0,6.0
2572.0,2017-04-28,26.0,25.0
2572.0,2017-04-29,34.0,31.0
2572.0,2017-04-30,20.0,19.0
2572.0,2017-05-01,25.0,21.0
2572.0,2017-05-02,16.0,12.0
2572.0,2017-05-03,6.0,4.0
2572.0,2017-05-04,3.0,2.0
2572.0,2017-05-05,20.0,14.0
2572.0,2017-05-06,29.0,27.0
2572.0,2017-05-07,25.0,21.0
2572.0,2017-05-08,15.0,18.0
2572.0,2017-05-09,3.0,3.0
2572.0,2017-05-10,3.0,3.0
2572.0,2017-05-11,5.0,4.0
2572.0,2017-05-12,30.0,28.0
2572.0,2017-05-13,23.0,29.0
2572.0,2017-05-14,17.0,20.0
2572.0,2017-05-15,5.0,9.0
2572.0,2017-05-16,5.0,6.0
2572.0,2017-05-17,2.0,3.0
2572.0,2017-05-18,15.0,12.0
2572.0,2017-05-19,27.0,26.0
2572.0,2017-05-20,26.0,24.0
2572.0,2017-05-21,19.0,20.0
2572.0,2017-05-22,13.0,5.0
2572.0,2017-05-23,16.0,12.0
2572.0,2017-05-24,16.0,13.0
2572.0,2017-05-25,16.0,16.0
2572.0,2017-05-26,23.0,22.0
2572.0,2017-05-27,55.0,51.0
2572.0,2017-05-28,28.0,36.0
2572.0,2017-05-29,23.0,19.0
2572.0,2017-05-30,10.0,12.0
2572.0,2017-05-31,7.0,1.0
2572.0,2017-06-01,15.0,16.0
2572.0,2017-06-02,21.0,18.0
2572.0,2017-06-03,25.0,19.0
2572.0,2017-06-04,9.0,9.0
2572.0,2017-06-05,6.0,8.0
2572.0,2017-06-06,5.0,6.0
2572.0,2017-06-07,18.0,12.0
2572.0,2017-06-08,7.0,6.0
2572.0,2017-06-09,18.0,18.0
2572.0,2017-06-10,23.0,22.0
2572.0,2017-06-11,17.0,19.0
2572.0,2017-06-12,17.0,16.0
2572.0,2017-06-13,4.0,3.0
2572.0,2017-06-14,13.0,7.0
2572.0,2017-06-15,7.0,5.0
2572.0,2017-06-16,15.0,12.0
2572.0,2017-06-17,12.0,11.0
2572.0,2017-06-18,17.0,17.0
2572.0,2017-06-19,9.0,8.0
2572.0,2017-06-20,11.0,12.0
2572.0,2017-06-21,3.0,5.0
2572.0,2017-06-22,3.0,2.0
2572.0,2017-06-23,14.0,10.0
2572.0,2017-06-24,8.0,6.0
2572.0,2017-06-25,20.0,27.0
2572.0,2017-06-26,4.0,5.0
2572.0,2017-06-27,2.0,2.0
2572.0,2017-06-28,8.0,7.0
2572.0,2017-06-29,5.0,5.0
2572.0,2017-06-30,17.0,16.0
2572.0,2017-07-01,28.0,23.0
2572.0,2017-07-02,35.0,36.0
2572.0,2017-07-03,36.0,46.0
2572.0,2017-07-04,38.0,27.0
2572.0,2017-07-05,4.0,4.0
2572.0,2017-07-06,7.0,8.0
2572.0,2017-07-07,9.0,3.0
2572.0,2017-07-08,22.0,21.0
2572.0,2017-07-09,7.0,10.0
2572.0,2017-07-10,9.0,4.0
2572.0,2017-07-11,5.0,3.0
2572.0,2017-07-12,3.0,10.0
2572.0,2017-07-13,5.0,8.0
2572.0,2017-07-14,19.0,11.0
2572.0,2017-07-15,18.0,21.0
2572.0,2017-07-16,14.0,11.0
2572.0,2017-07-17,9.0,8.0
2572.0,2017-07-18,7.0,7.0
2572.0,2017-07-19,3.0,4.0
2572.0,2017-07-20,4.0,3.0
2572.0,2017-07-21,14.0,16.0
2572.0,2017-07-22,22.0,30.0
2572.0,2017-07-23,13.0,12.0
2572.0,2017-07-24,5.0,3.0
2572.0,2017-07-25,11.0,11.0
2572.0,2017-07-26,5.0,9.0
2572.0,2017-07-27,7.0,6.0
2572.0,2017-07-28,18.0,15.0
2572.0,2017-07-29,13.0,16.0
2572.0,2017-07-30,5.0,4.0
2572.0,2017-07-31,10.5,8.0
2574.0,2016-06-01,16.0,12.0
2574.0,2016-06-02,16.0,20.0
2574.0,2016-06-03,13.0,10.0
2574.0,2016-06-04,21.0,21.0
2574.0,2016-06-05,39.0,39.0
2574.0,2016-06-06,11.0,5.0
2574.0,2016-06-07,12.0,13.0
2574.0,2016-06-08,11.0,7.0
2574.0,2016-06-09,7.0,9.0
2574.0,2016-06-10,13.0,10.0
2574.0,2016-06-11,39.0,34.0
2574.0,2016-06-12,10.0,12.0
2574.0,2016-06-13,6.0,9.0
2574.0,2016-06-14,13.0,18.0
2574.0,2016-06-15,16.0,17.0
2574.0,2016-06-16,14.0,11.0
2574.0,2016-06-17,9.0,11.0
2574.0,2016-06-18,38.0,39.0
2574.0,2016-06-19,31.0,29.0
2574.0,2016-06-20,10.0,11.0
2574.0,2016-06-21,4.0,6.0
2574.0,2016-06-22,15.0,62.0
2574.0,2016-06-23,6.0,6.0
2574.0,2016-06-24,34.0,30.0
2574.0,2016-06-25,18.0,20.0
2574.0,2016-06-26,23.0,23.0
2574.0,2016-06-27,13.0,19.0
2574.0,2016-06-28,12.0,12.0
2574.0,2016-06-29,11.0,17.0
2574.0,2016-06-30,8.0,4.0
2574.0,2016-07-01,24.0,27.0
2574.0,2016-07-02,51.0,49.0
2574.0,2016-07-03,37.0,42.0
2574.0,2016-07-04,50.0,52.0
2574.0,2016-07-05,17.0,21.0
2574.0,2016-07-06,10.0,8.0
2574.0,2016-07-07,12.0,9.0
2574.0,2016-07-08,10.0,19.0
2574.0,2016-07-09,24.0,25.0
2574.0,2016-07-10,21.0,21.0
2574.0,2016-07-11,15.0,20.0
2574.0,2016-07-12,21.0,17.0
2574.0,2016-07-13,45.0,57.0
2574.0,2016-07-14,8.0,11.0
2574.0,2016-07-15,25.0,21.0
2574.0,2016-07-16,22.0,25.0
2574.0,2016-07-17,6.0,11.0
2574.0,2016-07-18,9.0,8.0
2574.0,2016-07-19,8.0,7.0
2574.0,2016-07-20,9.0,6.0
2574.0,2016-07-21,18.0,20.0
2574.0,2016-07-22,6.0,15.0
2574.0,2016-07-23,34.0,34.0
2574.0,2016-07-24,23.0,23.0
2574.0,2016-07-25,8.0,10.0
2574.0,2016-07-26,12.0,13.0
2574.0,2016-07-27,10.0,10.0
2574.0,2016-07-28,8.0,9.0
2574.0,2016-07-29,17.0,17.0
2574.0,2016-07-30,29.0,30.0
2574.0,2016-07-31,14.0,15.0
2574.0,2016-08-01,8.0,6.0
2574.0,2016-08-02,4.0,11.0
2574.0,2016-08-03,35.0,50.0
2574.0,2016-08-04,11.0,19.0
2574.0,2016-08-05,12.0,8.0
2574.0,2016-08-06,26.0,27.0
2574.0,2016-08-07,17.0,22.0
2574.0,2016-08-08,15.0,18.0
2574.0,2016-08-09,9.0,10.0
2574.0,2016-08-10,6.0,5.0
2574.0,2016-08-11,3.0,5.0
2574.0,2016-08-12,20.0,24.0
2574.0,2016-08-13,20.0,21.0
2574.0,2016-08-14,6.0,7.0
2574.0,2016-08-15,6.666666666666667,7.333333333333333
2574.0,2016-08-16,7.333333333333333,7.666666666666667
2574.0,2016-08-17,8.0,8.0
2574.0,2016-08-18,2.0,5.0
2574.0,2016-08-19,12.0,7.0
2574.0,2016-08-20,16.0,9.0
2574.0,2016-08-21,14.0,13.0
2574.0,2016-08-22,7.0,6.0
2574.0,2016-08-23,10.0,9.0
2574.0,2016-08-24,9.0,10.0
2574.0,2016-08-25,3.0,6.0
2574.0,2016-08-26,11.0,4.0
2574.0,2016-08-27,30.0,31.0
2574.0,2016-08-28,30.0,33.0
2574.0,2016-08-29,7.0,3.0
2574.0,2016-08-30,7.0,8.0
2574.0,2016-08-31,6.0,3.0
2574.0,2016-09-01,5.0,10.0
2574.0,2016-09-02,21.0,19.0
2574.0,2016-09-03,24.0,21.0
2574.0,2016-09-04,53.0,58.0
2574.0,2016-09-05,35.0,34.0
2574.0,2016-09-06,1.0,5.0
2574.0,2016-09-07,3.0,4.0
2574.0,2016-09-08,8.0,8.0
2574.0,2016-09-09,34.0,37.0
2574.0,2016-09-10,43.0,41.0
2574.0,2016-09-11,22.0,22.0
2574.0,2016-09-12,17.0,17.0
2574.0,2016-09-13,1.0,3.0
2574.0,2016-09-14,2.0,2.0
2574.0,2016-09-15,4.0,9.0
2574.0,2016-09-16,10.0,12.0
2574.0,2016-09-17,26.0,28.0
2574.0,2016-09-18,5.0,11.0
2574.0,2016-09-19,9.0,9.0
2574.0,2016-09-20,6.0,3.0
2574.0,2016-09-21,6.0,3.0
2574.0,2016-09-22,6.0,3.0
2574.0,2016-09-23,19.0,17.0
2574.0,2016-09-24,17.0,23.0
2574.0,2016-09-25,11.0,13.0
2574.0,2016-09-26,2.0,2.0
2574.0,2016-09-27,4.0,4.0
2574.0,2016-09-28,16.0,14.0
2574.0,2016-09-29,19.0,26.0
2574.0,2016-09-30,124.0,274.0
2574.0,2016-10-01,116.0,310.0
2574.0,2016-10-02,168.0,355.0
2574.0,2016-10-03,17.0,17.0
2574.0,2016-10-04,17.0,18.0
2574.0,2016-10-05,17.0,19.0
2574.0,2016-10-06,17.0,17.0
2574.0,2016-10-07,113.0,294.0
2574.0,2016-10-08,122.0,333.0
2574.0,2016-10-09,128.0,355.0
2574.0,2016-10-10,29.0,32.0
2574.0,2016-10-11,13.0,15.0
2574.0,2016-10-12,15.0,10.0
2574.0,2016-10-13,9.0,9.0
2574.0,2016-10-14,22.0,27.0
2574.0,2016-10-15,29.0,29.0
2574.0,2016-10-16,14.0,13.0
2574.0,2016-10-17,9.0,8.0
2574.0,2016-10-18,8.0,6.0
2574.0,2016-10-19,3.0,2.0
2574.0,2016-10-20,13.0,11.0
2574.0,2016-10-21,20.0,18.0
2574.0,2016-10-22,23.0,22.0
2574.0,2016-10-23,32.0,26.0
2574.0,2016-10-24,21.0,25.0
2574.0,2016-10-25,5.0,4.0
2574.0,2016-10-26,15.0,16.0
2574.0,2016-10-27,10.0,11.0
2574.0,2016-10-28,25.0,23.0
2574.0,2016-10-29,23.0,19.0
2574.0,2016-10-30,34.0,35.0
2574.0,2016-10-31,15.0,17.0
2574.0,2016-11-01,2.0,1.0
2574.0,2016-11-02,3.0,3.0
2574.0,2016-11-03,9.5,8.5
2574.0,2016-11-04,16.0,14.0
2574.0,2016-11-05,11.0,13.0
2574.0,2016-11-06,20.0,13.0
2574.0,2016-11-07,4.0,4.0
2574.0,2016-11-08,5.0,9.0
2574.0,2016-11-09,2.0,3.0
2574.0,2016-11-10,29.0,25.0
2574.0,2016-11-11,25.0,28.0
2574.0,2016-11-12,65.0,67.0
2574.0,2016-11-13,37.0,34.0
2574.0,2016-11-14,24.0,22.0
2574.0,2016-11-15,11.0,9.0
2574.0,2016-11-16,7.0,7.0
2574.0,2016-11-17,7.0,10.0
2574.0,2016-11-18,10.0,6.0
2574.0,2016-11-19,40.0,32.0
2574.0,2016-11-20,19.0,17.0
2574.0,2016-11-21,11.0,15.0
2574.0,2016-11-22,6.0,6.0
2574.0,2016-11-23,24.0,24.0
2574.0,2016-11-24,15.0,15.0
2574.0,2016-11-25,17.0,16.0
2574.0,2016-11-26,26.0,22.0
2574.0,2016-11-27,23.0,25.0
2574.0,2016-11-28,4.0,6.0
2574.0,2016-11-29,4.0,2.0
2574.0,2016-11-30,8.0,11.0
2574.0,2016-12-01,8.90625,11.75
2574.0,2016-12-02,9.8125,12.5
2574.0,2016-12-03,10.71875,13.25
2574.0,2016-12-04,11.625,14.0
2574.0,2016-12-05,12.53125,14.75
2574.0,2016-12-06,13.4375,15.5
2574.0,2016-12-07,14.34375,16.25
2574.0,2016-12-08,15.25,17.0
2574.0,2016-12-09,16.15625,17.75
2574.0,2016-12-10,17.0625,18.5
2574.0,2016-12-11,17.96875,19.25
2574.0,2016-12-12,18.875,20.0
2574.0,2016-12-13,19.78125,20.75
2574.0,2016-12-14,20.6875,21.5
2574.0,2016-12-15,21.59375,22.25
2574.0,2016-12-16,22.5,23.0
2574.0,2016-12-17,23.40625,23.75
2574.0,2016-12-18,24.3125,24.5
2574.0,2016-12-19,25.21875,25.25
2574.0,2016-12-20,26.125,26.0
2574.0,2016-12-21,27.03125,26.75
2574.0,2016-12-22,27.9375,27.5
2574.0,2016-12-23,28.84375,28.25
2574.0,2016-12-24,29.75,29.0
2574.0,2016-12-25,30.65625,29.75
2574.0,2016-12-26,31.5625,30.5
2574.0,2016-12-27,32.46875,31.25
2574.0,2016-12-28,33.375,32.0
2574.0,2016-12-29,34.28125,32.75
2574.0,2016-12-30,35.1875,33.5
2574.0,2016-12-31,36.09375,34.25
2574.0,2017-01-01,37.0,35.0
2574.0,2017-01-02,36.0,41.0
2574.0,2017-01-03,22.0,15.0
2574.0,2017-01-04,3.0,3.0
2574.0,2017-01-05,2.0,1.0
2574.0,2017-01-06,1.5,1.5
2574.0,2017-01-07,1.0,2.0
2574.0,2017-01-08,11.0,11.0
2574.0,2017-01-09,10.0,7.0
2574.0,2017-01-10,8.0,11.0
2574.0,2017-01-11,6.0,2.0
2574.0,2017-01-12,12.0,12.0
2574.0,2017-01-13,13.0,18.0
2574.0,2017-01-14,20.0,13.0
2574.0,2017-01-15,2.0,3.0
2574.0,2017-01-16,19.0,25.0
2574.0,2017-01-17,13.666666666666668,17.666666666666668
2574.0,2017-01-18,8.333333333333334,10.333333333333334
2574.0,2017-01-19,3.0,3.0
2574.0,2017-01-20,5.0,8.0
2574.0,2017-01-21,32.0,36.0
2574.0,2017-01-22,18.0,18.0
2574.0,2017-01-23,9.0,9.0
2574.0,2017-01-24,8.0,8.0
2574.0,2017-01-25,4.0,7.0
2574.0,2017-01-26,8.0,6.0
2574.0,2017-01-27,10.0,13.0
2574.0,2017-01-28,18.0,21.0
2574.0,2017-01-29,17.0,12.0
2574.0,2017-01-30,12.0,10.0
2574.0,2017-01-31,7.0,8.0
2574.0,2017-02-01,11.0,7.0
2574.0,2017-02-02,7.0,4.5
2574.0,2017-02-03,3.0,2.0
2574.0,2017-02-04,4.0,5.0
2574.0,2017-02-05,13.0,16.0
2574.0,2017-02-06,5.0,6.0
2574.0,2017-02-07,9.0,11.0
2574.0,2017-02-08,4.0,5.0
2574.0,2017-02-09,8.0,8.0
2574.0,2017-02-10,17.0,18.0
2574.0,2017-02-11,35.0,34.0
2574.0,2017-02-12,21.0,28.0
2574.0,2017-02-13,15.333333333333332,21.0
2574.0,2017-02-14,9.666666666666666,14.0
2574.0,2017-02-15,4.0,7.0
2574.0,2017-02-16,9.0,10.0
2574.0,2017-02-17,36.0,39.0
2574.0,2017-02-18,75.0,74.0
2574.0,2017-02-19,26.0,25.0
2574.0,2017-02-20,22.0,22.0
2574.0,2017-02-21,13.0,9.0
2574.0,2017-02-22,12.0,18.0
2574.0,2017-02-23,9.0,10.0
2574.0,2017-02-24,21.0,17.0
2574.0,2017-02-25,40.0,42.0
2574.0,2017-02-26,25.0,25.0
2574.0,2017-02-27,13.0,19.0
2574.0,2017-02-28,3.0,6.0
2574.0,2017-03-01,10.0,5.0
2574.0,2017-03-02,13.0,13.0
2574.0,2017-03-03,21.0,27.0
2574.0,2017-03-04,37.0,42.0
2574.0,2017-03-05,53.0,57.0
2574.0,2017-03-06,14.0,20.0
2574.0,2017-03-07,7.0,3.0
2574.0,2017-03-08,9.0,12.0
2574.0,2017-03-09,10.0,8.0
2574.0,2017-03-10,16.0,14.0
2574.0,2017-03-11,1.0,1.0
2574.0,2017-03-12,8.0,1.0
2574.0,2017-03-13,26.0,17.0
2574.0,2017-03-14,42.0,41.0
2574.0,2017-03-15,29.0,37.0
2574.0,2017-03-16,26.0,20.0
2574.0,2017-03-17,32.0,35.0
2574.0,2017-03-18,37.0,37.0
2574.0,2017-03-19,42.0,43.0
2574.0,2017-03-20,10.0,7.0
2574.0,2017-03-21,15.0,18.0
2574.0,2017-03-22,18.0,19.0
2574.0,2017-03-23,35.0,35.0
2574.0,2017-03-24,10.0,10.0
2574.0,2017-03-25,94.0,88.0
2574.0,2017-03-26,31.0,29.0
2574.0,2017-03-27,24.0,25.0
2574.0,2017-03-28,7.0,10.0
2574.0,2017-03-29,14.0,16.0
2574.0,2017-03-30,27.0,24.0
2574.0,2017-03-31,31.0,29.0
2574.0,2017-04-01,35.0,37.0
2574.0,2017-04-02,23.0,19.0
2574.0,2017-04-03,40.0,41.0
2574.0,2017-04-04,19.0,26.0
2574.0,2017-04-05,14.0,15.0
2574.0,2017-04-06,18.0,18.0
2574.0,2017-04-07,52.0,42.0
2574.0,2017-04-08,57.0,67.0
2574.0,2017-04-09,52.0,45.0
2574.0,2017-04-10,13.0,12.0
2574.0,2017-04-11,7.0,10.0
2574.0,2017-04-12,25.0,28.0
2574.0,2017-04-13,12.0,15.0
2574.0,2017-04-14,53.0,53.0
2574.0,2017-04-15,101.0,90.0
2574.0,2017-04-16,55.0,59.0
2574.0,2017-04-17,2.0,2.0
2574.0,2017-04-18,22.0,31.0
2574.0,2017-04-19,29.0,22.0
2574.0,2017-04-20,9.0,15.0
2574.0,2017-04-21,23.0,20.0
2574.0,2017-04-22,28.0,31.0
2574.0,2017-04-23,52.0,50.0
2574.0,2017-04-24,25.0,27.0
2574.0,2017-04-25,30.0,23.0
2574.0,2017-04-26,9.0,7.0
2574.0,2017-04-27,11.0,16.0
2574.0,2017-04-28,27.0,24.0
2574.0,2017-04-29,50.0,58.0
2574.0,2017-04-30,58.0,51.0
2574.0,2017-05-01,27.0,28.0
2574.0,2017-05-02,11.0,13.0
2574.0,2017-05-03,13.0,16.0
2574.0,2017-05-04,20.0,21.0
2574.0,2017-05-05,28.0,31.0
2574.0,2017-05-06,62.0,56.0
2574.0,2017-05-07,61.0,56.0
2574.0,2017-05-08,18.0,17.0
2574.0,2017-05-09,4.0,4.0
2574.0,2017-05-10,11.0,9.0
2574.0,2017-05-11,14.0,17.0
2574.0,2017-05-12,46.0,49.0
2574.0,2017-05-13,47.0,46.0
2574.0,2017-05-14,30.0,29.0
2574.0,2017-05-15,24.0,24.0
2574.0,2017-05-16,11.0,16.0
2574.0,2017-05-17,9.0,10.0
2574.0,2017-05-18,17.0,18.0
2574.0,2017-05-19,33.0,31.0
2574.0,2017-05-20,32.0,35.0
2574.0,2017-05-21,33.0,29.0
2574.0,2017-05-22,25.0,27.0
2574.0,2017-05-23,6.0,11.0
2574.0,2017-05-24,34.0,57.0
2574.0,2017-05-25,21.0,20.0
2574.0,2017-05-26,29.0,29.0
2574.0,2017-05-27,62.0,58.0
2574.0,2017-05-28,90.0,97.0
2574.0,2017-05-29,50.0,49.0
2574.0,2017-05-30,18.0,18.0
2574.0,2017-05-31,21.0,18.0
2574.0,2017-06-01,12.0,11.0
2574.0,2017-06-02,31.0,37.0
2574.0,2017-06-03,60.0,65.0
2574.0,2017-06-04,19.0,21.0
2574.0,2017-06-05,12.0,15.0
2574.0,2017-06-06,13.0,13.0
2574.0,2017-06-07,22.0,21.0
2574.0,2017-06-08,14.0,21.0
2574.0,2017-06-09,25.0,20.0
2574.0,2017-06-10,74.0,77.0
2574.0,2017-06-11,25.0,39.0
2574.0,2017-06-12,15.0,17.0
2574.0,2017-06-13,10.0,8.0
2574.0,2017-06-14,20.0,40.0
2574.0,2017-06-15,10.0,11.0
2574.0,2017-06-16,42.0,43.0
2574.0,2017-06-17,30.0,39.0
2574.0,2017-06-18,23.0,20.0
2574.0,2017-06-19,14.0,8.0
